corpus,dataset,truefam,reg_random,reg_beta1,reg_matched,reg_em,reg_mv,reg_consensus,reg_model_centrality,reg_hits
adbench,30_satellite,global,0.40574897796405174,0.18605151402585257,0.18605151402585257,0.3363926552283261,0.3363926552283261,0.5320146794154639,0.5320146794154639,0.3054587559331252
oddbench,AttackIncidents,local,0.06251357965621575,0.034658549411141236,0.034658549411141236,0.034658549411141236,0.034658549411141236,0.10030336842097101,0.10030336842097101,0.10030336842097101
tsbad_m,102_SVDB_id_19_Medical_tr_50000_1st_1073,local,0.3573861926441098,0.07872474796417889,0.07872474796417889,0.10600684220289985,0.10600684220289985,0.5029085628920185,0.5029085628920185,0.5029085628920185
ovrbench,RealEstateData,global,0.5242577883333576,0.20348402128455056,0.20348402128455056,0.20348402128455056,0.20348402128455056,0.7428150907121899,0.7428150907121899,0.6140033966320481
tsbad_m,096_SVDB_id_13_Medical_tr_500_1st_444.cs,local,0.1324589325915852,0.0,0.0,0.04217647301175417,0.04217647301175417,0.17595309214204852,0.17595309214204852,0.18189671578826205
oddbench,RacingMotion,local,0.4944278177075241,0.9391296238090816,0.9391296238090816,0.9391296238090816,0.9391296238090816,0.6751821161565708,0.6751821161565708,0.6751821161565708
ovrbench,CryptojackingSystem,local,0.27527090707819146,0.038069742972189236,0.038069742972189236,0.3098955000917445,0.3066390227861265,0.313246502383935,0.313246502383935,0.313246502383935
ovrbench,CreditScoringAnomalies,local,0.22124262798091515,0.19392428332473585,0.19392428332473585,0.30972085232978264,0.30972085232978264,0.3143513307429981,0.3143513307429981,0.3143513307429981
oddbench,LandShapeAnomaly,global,0.12732192017740868,0.0,0.0,0.0,0.00011377567518189302,0.0,0.0,0.0
ovrbench,XSSDetection,global,0.691319369636389,0.8488620690954167,0.8488620690954167,0.24627719655756852,0.24627719655756852,0.3006458512345448,0.3006458512345448,0.3006458512345448
ovrbench,NetworkHealthMonitor,local,0.06476429728084968,0.04926824691705192,0.04926824691705192,0.09454174719415459,0.02748812745080463,0.09668450513607119,0.09668450513607119,0.09668450513607119
oddbench,OkCupidUserBehavior,local,0.02805690879914116,0.003927735965433235,0.03900848936823859,0.02776303242428843,0.02776303242428843,0.032334635399212455,0.032334635399212455,0.032334635399212455
tsbad_m,087_SVDB_id_4_Medical_tr_5421_1st_5521.c,local,0.16368744001817268,0.0,0.0,0.0925233696462286,0.09864032340981406,0.20699085106177578,0.20699085106177578,0.19743478637139875
ovrbench,KDD,global,0.07832026479961435,0.11652902071900145,0.011081729503501801,0.024775250751206596,0.024775250751206596,0.011081729503501801,0.011081729503501801,0.11036574326373169
tsbad_m,110_SVDB_id_27_Medical_tr_30824_1st_3092,local,0.07922583077677997,0.016464814976534167,0.016464814976534167,0.052587865293881715,0.052587865293881715,0.08310831445615986,0.08310831445615986,0.08310831445615986
oddbench,PoliceForceDisturbance,local,0.2461745139331154,0.2500681488703159,0.2500681488703159,0.4474193911032416,0.2500681488703159,0.325044995195211,0.325044995195211,0.325044995195211
tsbad_m,095_SVDB_id_12_Medical_tr_6264_1st_6364.,local,0.10605878783193143,0.0014848209479332575,0.0014848209479332575,0.05666629266884336,0.05666629266884336,0.13347865077132448,0.13347865077132448,0.13501827836813415
ovrbench,WebpageSessionIntrusion,local,0.14243668925044517,0.14950453309615142,0.14950453309615142,0.1810210701450518,0.17797933236348096,0.13963358031448564,0.1578708244170686,0.1731533350765616
tsbad_m,142_CATSv2_id_5_Sensor_tr_30704_1st_3080,global,0.08291681111228116,0.12875852357010992,0.12875852357010992,0.09421358038629775,0.09421358038629775,0.07039393826474444,0.07039393826474444,0.07039393826474444
ovrbench,UrlAnalysis,global,0.24221818537770495,0.7196432345030609,0.05789655305785102,0.046760105215146064,0.046760105215146064,0.05789655305785102,0.05789655305785102,0.05789655305785102
oddbench,CourseRegistration,local,0.2593364705736284,0.20840095191866154,0.20840095191866154,0.20840095191866154,0.20840095191866154,0.40256395195280154,0.40256395195280154,0.40256395195280154
tsbad_m,107_SVDB_id_24_Medical_tr_32805_1st_3290,local,0.04204691288411808,0.0,0.0,0.013329138172780836,0.005931601567990524,0.0647376765557108,0.0647376765557108,0.0647376765557108
dami,Annthyroid,global,0.3335169612762029,0.0,0.0,0.29451002253093017,0.29451002253093017,0.38557132685479256,0.38557132685479256,0.39036836175328943
oddbench,GPUResourceUsage,local,0.48397564710490376,0.5292207156179691,0.5518954438551077,0.5240533414224882,0.5240533414224882,0.5240533414224882,0.47813146176997845,0.5240533414224882
ovrbench,KenyaMovement,local,0.045229060756198196,0.01759210241828836,0.07384787435171312,0.07077091152778368,0.06822190763062648,0.025649448344969086,0.025649448344969086,0.025649448344969086
oddbench,DiamondClarity,local,0.7650221873009919,0.0,0.7507518505538945,0.7507518505538945,0.7507518505538945,0.8357222625173195,0.8357222625173195,0.8357222625173195
oddbench,HealthBehavior,global,0.05688505058050193,0.0207888683526068,0.0207888683526068,0.0032205858277651045,0.0032205858277651045,0.04582992008205317,0.04582992008205317,0.04582992008205317
ovrbench,ShillBidding,global,0.43037381472316105,0.0,0.0,0.0,0.0,0.1146102973451909,0.1146102973451909,0.1146102973451909
oddbench,SalesPerformance,global,0.19445351840281133,0.06035315984993006,0.15954621236030997,0.06035315984993006,0.06035315984993006,0.04394225261068452,0.16746993060924753,0.16746993060924753
