corpus,dataset,best,worst,mean,p10,p90,spread,oracle_gain,truefam
tsbad_m,108_SVDB_id_25_Medical_tr_1238_1st_1338.,0.17892495646465292,0.010573036197694672,0.0765953263528182,0.03811549726004451,0.13802340240732092,0.16835192026695825,0.10232963011183473,local
oddbench,CarMakeAnomaly,0.05532609635625272,-0.029090676586813517,0.009646492610793065,-0.01276738711567918,0.023947897380282916,0.08441677294306624,0.04567960374545965,local
ovrbench,mozilla4,0.06630963708097265,-0.04084049873022042,0.011033759836582946,-0.01952136187934104,0.04028231373408785,0.10715013581119306,0.055275877244389704,local
oddbench,FishingAnomalies,0.2626704173179168,-0.046653188003461306,0.0792095232302574,-0.03806594149313741,0.20206626028239955,0.3093236053213781,0.1834608940876594,local
oddbench,AquaticMacroInverts,0.6891793211131075,0.10453882499088496,0.30215658498404535,0.1191493708122986,0.5629459732028093,0.5846404961222226,0.3870227361290622,global
oddbench,UserEventAnomalies,0.9165168553881647,-0.06511647403591957,0.07027460081690534,-0.011186948693798967,0.12757303300647055,0.9816333294240843,0.8462422545712593,global
oddbench,RealEstateProperties,0.19006145618144113,-0.03004026599542185,0.0952267741303529,0.02169258299630281,0.15821663230036004,0.22010172217686297,0.09483468205108823,local
tsbad_m,173_GECCO_id_1_Sensor_tr_16165_1st_16265,0.8857745392486182,0.1996168074751609,0.5164100877385517,0.2767511850461623,0.8810030216803173,0.6861577317734573,0.36936445151006647,global
tsbad_m,053_GHL_id_22_Sensor_tr_50000_1st_126448,0.23914301022233755,-0.07729084302096503,0.03555340571986291,-0.0730678522714894,0.17498503593299955,0.3164338532433026,0.20358960450247465,local
ovrbench,HeadingDetection,0.07815132049777063,-0.5904437066182795,-0.19801320977494252,-0.3587422788765014,-0.018975984399675377,0.6685950271160501,0.27616453027271315,local
dami,PageBlocks,0.25634863296803284,-0.007245844768480866,0.13109937898417526,0.03143158948075182,0.24654255219993115,0.26359447773651373,0.12524925398385758,local
adbench,27_PageBlocks,0.41621898323748263,-0.04679090558117706,0.12693761279850635,-0.03483549988159869,0.33853834135486605,0.4630098888186597,0.2892813704389763,local
tsbad_m,138_CATSv2_id_1_Sensor_tr_16568_1st_1666,0.5631048838234611,0.0100078629879235,0.28454782413275415,0.014274896856547781,0.5280956416170995,0.5530970208355377,0.278557059690707,local
oddbench,AustinCrime,0.136861855018254,-0.010577035851027984,0.03537077574236594,-0.0032160927890484228,0.11934034204520885,0.14743889086928197,0.10149107927588805,local
ovrbench,thyroid-ann,0.2865914434757212,-0.011577182945723742,0.07909566464528321,-0.006236749895584767,0.23062253519372106,0.2981686264214449,0.20749577883043796,global
ovrbench,GeneExpressionCoactivator,0.32394547113910943,0.007069283130734178,0.18738583611849605,0.04712987913188138,0.30043892601020034,0.31687618800837525,0.13655963502061338,global
adbench,23_mammography,0.19117798769898725,0.02492102619941935,0.09533937356813413,0.0478484043738999,0.15557467115658524,0.1662569614995679,0.09583861413085312,global
